hoursperweek,age,education,maritalstatus,race,gender,nativecountry,income
0,0,1,0,1,1,1,17010
1,1,1,1,1,1,1,35378
1,1,1,1,1,1,1,23450
1,1,1,1,1,1,1,44200
0,1,1,1,1,1,1,43003
1,1,1,1,1,1,1,36600
1,0,1,0,1,1,1,13614
1,0,1,0,1,0,1,40714
0,1,0,1,1,1,1,99999
0,1,1,1,1,1,1,36600
0,1,1,1,1,1,1,75700
0,0,1,0,1,0,1,848
0,0,1,1,1,1,1,39500
0,0,1,1,1,0,1,19026
1,1,1,1,1,1,1,99999
0,0,0,0,1,1,1,5000
1,0,1,1,1,1,1,26800
1,1,0,1,1,1,1,32197
0,1,1,1,1,1,1,42199
0,0,1,0,1,1,1,4050
1,0,1,0,1,1,1,6064
0,0,1,0,1,1,1,3535
1,0,1,0,1,1,1,3535
0,0,1,1,1,1,1,15873
0,1,1,1,0,1,1,83500
0,0,1,0,1,1,1,3700
0,1,1,0,1,0,1,14900
1,1,1,1,1,1,1,99999
1,0,1,0,1,1,1,2666
0,1,0,1,1,1,1,19268
0,0,1,0,1,0,1,1000
1,1,1,1,1,1,1,19918
1,1,1,1,1,1,1,29297
1,1,1,0,1,1,1,54120
0,0,1,1,1,1,1,16980
1,1,0,1,1,1,1,4590
0,1,1,1,1,1,1,2025
0,0,1,0,1,1,1,1650
1,1,1,0,1,0,1,20025
1,0,1,0,1,1,1,18300
0,1,1,1,1,1,1,22520
1,1,1,0,1,1,1,12042
1,1,1,0,1,1,1,71867
1,0,1,1,1,1,0,70005
1,0,1,0,1,1,1,15010
1,0,1,0,1,1,1,42124
1,1,1,0,1,1,1,92600
0,1,1,0,1,1,1,19265
1,1,1,0,1,0,1,22791
0,0,1,0,1,0,1,18571
0,0,1,0,0,0,1,19000
1,1,1,1,1,1,1,19920
0,0,1,0,1,0,1,3800
1,1,0,1,1,1,1,33000
0,1,1,1,1,1,1,43061
1,1,1,1,1,1,1,99999
0,0,1,0,1,0,1,4200
0,0,0,0,1,1,0,2100
0,1,0,0,1,0,1,7000
0,0,1,0,1,0,1,9000
0,0,1,0,1,1,0,12000
1,0,1,1,1,1,0,39300
0,1,1,1,1,1,1,19050
1,1,1,0,1,0,1,22900
0,1,1,1,1,1,1,30000
0,1,1,0,1,0,1,31300
1,0,1,1,1,1,1,21503
1,1,1,1,1,1,1,77200
0,0,1,1,1,1,1,31100
0,1,1,1,1,1,1,20326
1,1,1,1,1,1,1,35476
0,1,1,1,0,0,1,38500
0,0,1,1,0,0,1,26393
1,0,1,1,1,1,1,59674
1,0,1,0,1,0,1,23198
1,1,1,1,1,1,1,99999
1,1,1,1,1,1,1,40500
0,0,1,0,1,0,1,6505
0,0,1,0,1,0,1,3010
0,0,1,0,1,0,1,3000
1,0,1,0,1,1,1,20410
0,1,1,0,1,1,1,34825
1,0,1,1,1,1,1,40200
0,0,1,0,0,0,1,10120
1,1,1,1,1,1,1,18000
0,1,1,1,1,1,1,41100
0,0,1,1,1,1,1,29722
0,1,1,0,1,1,1,34545
0,1,0,1,1,1,1,12336
1,1,1,1,1,1,1,18858
0,1,1,1,1,1,1,34000
0,1,1,1,1,1,1,31000
0,1,1,1,1,1,1,42774
0,0,1,0,1,0,1,19120
1,1,1,1,1,1,1,57726
1,1,1,1,1,1,1,60300
0,1,1,1,1,0,1,48565
0,0,1,1,1,1,1,21500
0,1,1,1,1,0,1,23700
1,1,1,1,1,1,1,30020
0,0,1,0,1,0,1,6000
0,0,1,1,1,0,1,11000
1,0,1,1,1,1,1,16000
0,0,1,0,1,1,1,4000
0,0,1,0,1,1,1,2671
1,1,1,1,1,1,1,34770
1,0,1,1,1,1,1,15947
0,1,0,0,1,0,1,27180
1,0,1,0,1,1,1,50217
0,0,1,0,1,1,1,9878
0,0,1,0,1,0,1,3266
1,1,0,1,1,1,1,29651
1,0,1,0,1,1,1,18650
1,1,1,1,1,1,1,56616
0,0,1,1,1,1,1,28320
1,1,0,0,1,1,1,1800
1,1,1,1,1,1,1,36621
1,0,1,0,1,1,1,13866
0,1,1,0,1,0,1,10000
0,1,1,0,1,1,1,18234
1,1,1,0,1,0,1,19330
0,0,1,0,1,0,1,10000
0,0,1,1,1,1,1,29227
0,1,1,0,1,0,1,15661
1,1,1,1,1,1,1,25640
1,0,1,1,1,1,1,41318
0,1,1,0,1,0,1,2650
1,0,1,0,1,1,1,20008
0,0,1,0,1,0,1,13050
1,0,1,0,1,0,0,10305
1,1,1,1,1,1,1,46198
0,0,1,1,1,1,1,23200
0,1,1,1,1,1,1,36100
1,0,1,1,1,0,1,27400
0,1,1,0,1,1,1,10000
0,1,1,0,1,0,1,11000
1,1,1,1,1,1,1,41187
1,1,1,1,1,1,1,84331
0,0,1,0,1,0,1,3877
0,1,1,1,1,1,1,99999
1,0,1,0,1,1,1,50500
0,1,1,1,1,1,1,39743
0,1,1,1,1,1,1,13107
1,1,1,0,1,0,1,19510
1,1,1,0,1,1,1,49000
0,0,1,0,1,1,1,35050
0,0,1,0,1,1,1,23050
1,0,1,0,1,1,1,21000
0,0,1,0,1,0,1,10020
0,1,1,1,1,0,1,45756
0,1,1,0,1,0,1,5501
0,1,1,1,1,1,1,58524
1,1,1,1,1,1,1,35525
0,1,1,1,1,1,1,29078
0,1,1,1,1,1,1,18532
1,0,1,0,1,1,1,4168
0,1,1,1,1,1,1,21182
0,1,1,0,1,0,1,6095
1,1,1,1,1,1,1,30562
0,0,0,1,1,0,1,33774
0,0,1,0,0,0,1,10324
0,1,0,1,1,1,1,22569
1,1,1,0,0,1,1,19784
0,0,1,0,0,0,1,17000
0,0,0,0,0,1,1,1020
0,1,1,0,0,0,1,2400
0,0,0,0,0,1,1,2400
1,1,1,1,1,1,1,25044
1,0,1,0,1,1,1,70520
1,1,1,0,1,0,1,19873
1,0,1,0,1,1,1,10258
0,0,1,0,1,0,1,1355
1,1,1,1,1,1,1,54183
0,1,1,1,1,0,1,45801
0,0,1,0,1,1,1,11100
0,1,1,1,1,0,1,51500
0,1,1,1,1,1,1,18347
0,1,0,0,1,1,1,8030
0,0,1,1,1,1,1,28522
0,1,1,0,1,0,1,8200
0,0,1,0,1,0,1,17257
0,0,1,1,1,1,1,31400
0,1,1,0,1,0,1,4680
1,1,1,1,1,1,1,52200
1,1,0,0,1,1,1,61500
1,0,1,1,1,1,1,35275
0,1,0,1,1,1,1,13782
0,1,1,1,1,1,1,74060
0,0,1,0,1,0,1,1930
1,1,1,0,1,1,1,10400
1,1,1,1,1,1,1,5200
1,1,1,1,1,1,1,72600
1,0,1,1,1,1,1,68105
1,0,1,0,1,1,1,34500
0,0,1,0,1,0,1,6600
0,0,1,0,1,1,1,4000
0,1,1,1,1,1,1,88550
0,0,1,0,1,1,1,5000
0,0,1,0,1,0,1,4581
0,0,1,0,1,0,1,26042
0,0,1,0,1,0,1,3801
0,0,1,0,1,0,1,3621
1,0,1,0,1,1,1,32100
0,0,1,0,1,0,1,11509
1,0,1,1,1,1,1,51950
0,1,1,1,1,1,1,42650
0,0,1,0,1,1,1,32000
1,0,1,0,1,1,1,13100
1,0,1,1,1,1,1,23241
1,1,1,0,1,0,1,10000
0,0,1,0,1,0,1,9000
0,0,1,1,1,1,1,19621
1,0,1,1,1,1,1,45600
0,0,1,1,1,1,1,14358
1,0,1,0,1,1,1,24815
1,0,1,1,1,1,1,55800
0,0,1,0,1,1,1,7515
0,0,1,0,1,0,1,7550
1,1,1,1,1,1,1,51700
0,0,1,0,1,0,1,9600
1,1,1,1,1,1,1,44236
0,0,0,0,1,0,1,1371
0,0,1,0,1,0,1,6011
0,0,1,0,1,1,1,14000
1,0,1,0,1,1,0,10500
0,0,1,0,1,1,1,15010
0,0,1,0,1,0,1,2530
0,1,1,0,1,0,1,10778
1,1,1,1,1,1,1,85000
1,0,1,0,1,1,1,3936
0,0,1,0,1,0,1,10500
0,0,1,0,1,1,1,10000
1,0,1,0,1,0,1,13530
0,0,1,1,1,1,1,23481
0,1,0,1,1,1,1,26650
0,0,1,1,1,1,1,23000
0,0,1,1,1,1,1,25958
1,1,1,1,1,1,1,15690
1,0,1,0,1,0,1,42700
1,0,1,1,1,1,1,48500
1,1,1,1,1,1,1,40900
1,0,1,1,1,1,1,30519
0,1,1,0,1,0,1,26551
1,1,1,1,1,1,1,35500
0,1,1,1,1,1,1,56020
0,0,1,0,1,0,1,4000
1,0,1,0,1,1,1,15100
1,0,1,0,1,0,1,17500
1,1,1,1,1,1,1,19933
1,1,1,1,1,1,1,19375
0,1,1,1,1,1,1,25000
1,1,1,0,1,1,1,23100
0,0,1,0,1,0,1,29020
1,0,1,0,1,1,1,34727
1,0,1,1,1,1,1,32659
0,0,1,1,1,1,1,20000
0,1,1,0,1,0,1,27278
0,0,1,1,1,1,1,40630
1,0,1,1,1,1,1,19514
1,0,1,0,1,1,1,25501
1,1,1,1,1,1,1,48500
0,0,1,0,1,1,1,8000
1,0,1,0,1,1,1,4500
0,1,1,1,1,1,1,55594
1,1,1,0,1,1,1,99999
0,1,1,1,1,1,1,49550
1,1,1,1,1,1,1,84252
0,0,1,0,1,1,1,3500
0,1,1,1,1,1,1,36979
1,1,1,1,1,1,1,60308
0,1,1,1,1,1,1,36500
1,0,1,0,1,1,1,38050
1,0,1,0,1,1,1,37300
1,0,1,1,1,1,1,71353
1,0,1,1,1,1,1,29024
1,0,1,1,1,1,1,50020
0,0,1,0,1,1,1,8016
0,0,1,0,1,0,1,12000
1,1,1,1,1,1,1,39258
0,1,0,0,0,0,0,20386
0,0,1,1,1,1,1,56800
0,1,1,0,1,0,1,25048
1,0,1,0,1,1,1,20000
1,1,1,1,1,1,1,41110
1,1,1,1,1,1,1,75538
0,0,1,0,1,0,1,2319
0,1,1,1,1,1,1,46092
0,1,1,1,1,1,1,8404
0,1,1,1,1,1,1,45030
0,0,1,0,1,0,1,5002
1,0,1,1,1,1,1,61525
1,1,1,1,1,1,1,78647
0,1,1,1,1,1,1,76419
0,1,0,0,1,0,1,13000
0,1,0,1,1,1,1,7500
0,0,1,1,1,1,1,21000
1,1,1,0,1,1,1,8200
1,1,1,0,1,1,1,49442
1,0,1,0,1,1,1,20250
1,1,1,0,1,0,1,31331
0,1,1,0,1,1,1,27000
1,0,1,0,1,0,1,7005
1,0,1,0,1,1,1,13200
0,0,1,0,1,1,1,14041
1,1,1,1,1,1,1,44300
0,1,0,0,1,1,1,14927
0,1,0,0,1,1,1,16024
1,1,0,1,1,1,1,66789
1,1,1,1,1,0,1,43060
0,1,1,1,1,1,1,27953
0,1,1,0,1,0,1,40051
1,1,1,1,1,0,1,39080
0,1,0,1,1,1,1,31700
1,0,1,1,1,1,1,99999
0,1,1,1,1,1,1,6885
1,0,1,1,1,1,1,24550
0,1,1,1,1,1,1,17150
0,1,1,0,1,0,1,17141
0,1,1,0,1,0,1,2346
1,0,1,0,1,1,1,17800
1,1,1,1,1,1,1,98788
1,0,1,0,1,1,1,5700
0,0,1,0,1,1,1,31065
0,1,1,1,1,1,1,99999
1,0,1,1,1,1,1,12915
0,1,0,1,1,0,1,1142
0,1,1,1,1,1,1,65378
1,0,1,0,1,1,1,4543
1,1,1,1,1,1,1,99999
0,0,1,0,1,0,1,3643
1,0,1,1,1,1,1,99999
1,1,1,1,1,1,1,70050
1,1,1,0,1,1,1,23700
0,1,1,1,1,1,1,11544
0,1,1,1,1,1,1,30420
0,1,1,0,1,1,1,41534
0,1,0,1,1,1,1,14544
1,0,1,1,1,1,1,36042
0,1,1,1,1,1,1,61000
0,0,1,0,1,0,1,4500
1,0,1,0,1,1,1,39300
1,0,1,0,1,1,1,23985
0,1,0,0,1,0,1,1728
1,1,1,1,1,1,1,70668
0,0,1,0,1,0,1,8000
1,0,0,0,1,0,1,17400
0,0,1,1,1,1,1,25374
1,0,1,1,1,1,1,18406
0,1,1,0,1,0,1,18151
1,0,1,1,1,1,1,18000
1,0,1,1,1,1,1,44616
0,0,1,1,1,0,1,32456
0,0,1,1,1,1,1,38097
1,1,1,0,1,1,1,37700
0,0,1,1,1,1,1,4101
0,0,1,0,1,0,1,25300
0,0,1,0,1,1,1,10640
0,1,1,1,1,1,1,32531
0,0,1,0,1,1,1,3000
0,0,0,0,1,0,1,12000
1,1,1,1,1,1,1,29500
0,1,1,1,1,1,1,71873
0,0,1,0,1,1,1,7905
0,0,1,0,1,0,1,7500
0,1,1,0,1,0,1,3651
0,1,1,0,1,0,1,4000
0,0,1,1,1,1,1,49404
0,0,1,1,1,1,1,44181
0,0,0,0,1,0,1,12102
0,0,1,0,1,0,1,2020
0,1,1,0,1,0,1,12000
0,0,1,1,1,1,1,54982
1,1,1,1,1,1,1,74000
0,0,1,0,1,1,1,22164
1,1,0,1,1,1,1,68000
0,0,1,0,1,1,1,4080
0,1,1,0,1,1,1,2000
0,0,1,0,0,0,1,5340
0,0,1,0,1,0,1,1756
0,1,1,1,1,1,1,99999
1,1,1,1,1,1,1,39586
1,0,0,1,1,1,1,24830
1,0,1,1,1,1,1,50259
0,0,1,1,1,1,1,34222
1,1,1,1,1,1,1,51668
1,1,1,1,1,1,1,99109
1,1,1,0,1,1,1,7930
0,1,1,1,1,1,1,87000
0,1,1,1,1,1,1,50386
0,0,1,0,1,0,1,2122
1,0,1,1,1,1,1,75298
0,1,1,1,1,1,1,21757
0,0,1,1,1,1,1,27000
0,1,1,0,1,0,1,18405
0,0,0,0,1,0,1,1100
0,1,0,1,1,1,1,7001
0,0,0,0,1,1,1,5000
0,0,1,0,1,0,1,12500
0,0,1,0,1,1,1,7900
0,1,1,0,0,0,1,23571
0,0,0,0,0,1,1,2400
0,0,1,1,1,1,1,27204
0,0,1,1,0,0,1,46800
1,0,1,0,1,1,1,14000
0,0,1,0,1,1,1,15000
0,0,1,0,1,1,1,13410
1,1,1,1,1,1,1,96770
0,0,1,0,1,1,1,2215
0,0,1,0,1,0,1,6200
0,1,1,1,1,1,1,79225
0,0,1,0,1,0,1,4804
1,0,1,1,1,1,1,58433
1,1,1,0,1,1,1,17216
0,1,1,0,1,1,1,47100
0,0,1,0,1,0,1,27060
0,1,0,1,1,1,1,52603
0,0,1,0,1,0,1,10000
0,1,1,0,1,0,1,10000
1,1,1,1,1,1,1,32000
0,1,1,1,1,1,1,39232
0,0,1,0,1,0,1,9590
0,0,1,0,1,0,1,9005
1,0,1,0,1,1,1,16000
1,1,1,1,1,1,1,29296
0,0,1,0,1,1,1,10000
0,0,1,1,1,0,1,3400
1,0,1,0,1,1,1,10700
0,1,1,1,1,1,1,23305
0,1,1,0,1,0,1,9180
0,0,1,0,1,0,1,5708
0,0,1,0,1,0,1,4074
0,1,1,0,1,0,1,17178
0,0,1,1,1,0,1,13235
0,1,1,1,1,1,1,54670
0,1,1,1,1,1,1,50809
0,1,1,1,1,1,1,48920
0,0,1,0,1,1,1,9749
0,0,1,1,1,1,1,41034
0,1,1,1,1,1,1,69666
0,1,1,1,1,0,1,58200
0,1,1,1,1,1,1,46101
0,1,1,1,1,1,1,18500
0,1,1,0,1,0,1,17750
0,0,1,0,1,1,1,6250
1,1,1,1,1,1,1,49000
0,0,1,0,1,0,1,1700
0,0,1,0,1,0,1,6240
1,1,1,1,1,1,1,70000
0,0,0,0,1,0,1,1000
1,1,1,1,1,1,1,45404
0,1,1,0,1,0,1,50430
1,0,1,0,1,1,1,25605
0,0,1,1,1,1,1,27012
1,1,1,1,1,1,1,61250
0,1,1,0,1,0,1,14331
0,1,1,0,1,0,1,11171
1,0,1,1,1,1,1,20500
1,1,1,1,1,1,1,12501
1,1,1,1,1,1,1,23060
0,1,0,1,1,1,1,17440
1,1,1,0,1,1,1,22317
0,1,0,1,1,1,1,26501
0,0,1,0,1,1,1,4352
0,0,1,1,1,1,1,36500
1,0,1,0,1,1,1,26532
1,1,1,1,1,1,1,53700
0,0,1,0,1,1,1,8100
1,1,1,1,1,1,1,46038
1,1,0,1,1,1,1,34400
1,1,1,1,1,1,1,51113
0,1,1,1,1,1,1,26900
0,0,0,0,1,0,1,1082
0,1,1,1,1,1,1,21710
1,1,1,0,1,0,1,36477
1,0,1,1,1,1,1,99999
1,1,1,0,1,1,1,15209
0,1,0,0,1,0,1,5320
0,0,1,1,1,1,1,56500
0,0,1,0,1,0,1,29592
0,1,1,1,1,1,1,99900
0,0,1,0,1,1,1,11000
0,1,1,1,1,1,1,78905
1,1,1,1,1,1,1,90693
1,1,1,1,1,1,1,82168
0,0,0,0,1,0,1,2521
0,0,1,1,1,1,1,27112
1,0,1,0,1,1,1,33800
0,1,1,0,1,1,1,12337
1,1,1,0,1,0,1,29565
0,1,1,0,1,0,1,15725
0,0,1,0,1,0,1,33135
1,0,1,1,1,1,1,37520
0,1,1,1,0,1,0,66974
1,1,1,1,1,1,1,65876
0,0,1,0,0,1,1,21000
0,0,1,0,0,0,1,4016
0,0,1,0,0,1,1,14585
0,0,0,0,0,1,1,6640
1,1,1,1,1,1,1,48213
1,0,0,0,1,1,1,38400
0,1,1,0,0,0,1,32841
0,0,0,0,0,1,1,2000
0,0,1,0,0,1,1,16600
1,0,0,1,1,1,1,36100
0,1,0,1,1,1,1,25000
1,1,1,1,1,1,1,38500
0,0,0,0,1,1,1,2400
0,1,1,1,1,1,1,26000
1,1,1,1,1,1,1,69000
1,1,1,1,1,1,1,27399
0,0,1,1,1,1,1,22780
1,0,1,0,1,1,1,30101
0,0,1,0,1,0,1,13100
0,0,1,1,1,1,1,5001
1,1,1,0,1,1,1,18500
1,1,1,1,1,1,1,26633
0,0,1,0,1,0,1,2200
0,1,1,1,1,1,1,48690
1,1,1,1,1,1,1,67841
0,1,0,0,1,0,1,10270
1,0,1,0,1,1,1,15018
1,1,1,1,1,1,1,60232
0,0,1,1,1,0,1,23803
1,0,1,1,1,1,1,51609
1,0,1,1,1,0,1,50506
0,1,1,0,1,1,1,7000
1,0,1,0,1,1,1,7620
0,1,1,1,1,1,1,45312
0,0,1,1,1,1,1,23636
0,0,0,1,1,1,1,16640
0,1,0,0,1,1,1,18972
0,1,0,1,1,1,1,46720
0,1,1,0,1,0,1,13300
0,1,1,1,1,1,1,47500
1,0,1,0,1,1,1,67000
0,1,0,1,1,1,1,14312
1,1,1,1,1,1,1,60840
0,0,0,0,1,1,1,1800
0,1,0,1,1,1,1,26778
1,1,1,1,1,1,1,72250
0,1,1,1,1,1,1,48400
0,0,1,0,1,1,1,6049
0,1,1,1,1,1,1,21823
0,0,1,0,1,1,1,16536
0,1,1,1,1,1,1,51643
0,0,1,1,1,1,1,83114
1,1,1,1,1,1,1,23495
1,1,1,0,1,1,1,20000
1,1,1,0,1,1,1,20000
0,0,1,0,1,1,1,20000
0,0,1,0,1,1,1,1000
1,1,1,0,1,0,1,23020
0,0,0,0,1,0,1,7003
0,1,1,0,1,1,1,21000
1,1,1,0,1,0,1,28380
0,0,0,0,1,1,1,3200
1,1,1,0,1,1,1,18035
0,1,0,0,1,0,1,5350
1,0,1,0,1,1,1,24200
1,1,1,1,1,1,1,67010
0,0,0,0,1,1,1,4810
0,0,1,1,1,1,1,16220
1,0,1,1,1,1,1,10500
1,0,1,0,1,1,1,16290
1,1,1,0,1,0,1,30200
0,1,1,1,1,1,1,99999
1,1,1,0,1,1,1,50100
1,0,0,1,1,1,1,28250
0,1,1,1,1,1,1,35922
0,1,0,1,1,1,1,54216
0,1,1,1,1,1,1,19201
0,0,1,0,1,0,1,1031
0,1,1,1,1,1,1,29722
1,1,1,1,1,1,1,51961
0,0,1,0,1,0,1,7005
0,1,1,0,1,0,1,8008
1,1,1,0,1,1,1,56154
0,1,1,1,1,1,1,25400
0,0,1,0,1,1,1,4600
0,1,1,0,1,0,1,12000
1,1,1,0,1,1,1,40201
0,1,1,0,1,1,1,52392
0,0,1,1,1,0,1,10006
0,0,1,0,1,1,1,27594
0,1,1,1,1,1,1,31824
1,1,1,1,0,1,0,11513
1,1,1,1,1,1,1,46233
0,0,0,0,1,0,1,5122
0,0,1,1,1,1,1,37978
0,1,1,1,1,1,1,26878
0,0,1,0,1,0,1,1832
1,0,1,0,1,1,1,23352
0,0,1,0,1,1,1,13800
0,1,1,1,1,1,1,47200
0,0,1,0,1,1,1,26000
0,0,1,1,1,1,1,11879
0,0,1,1,0,1,0,20200
1,1,0,0,1,0,1,4210
0,0,1,1,0,1,0,14806
1,0,1,1,1,1,1,18522
1,1,0,1,1,1,1,17500
1,1,1,1,1,1,1,31922
0,0,1,0,1,0,1,3411
0,0,1,0,1,1,1,3807
1,1,1,0,1,1,1,6400
1,1,0,1,1,1,1,34172
0,0,1,0,1,0,1,7250
1,1,1,0,1,1,1,49500
0,0,1,0,0,0,1,2676
1,1,1,1,1,1,1,37400
1,1,1,1,1,1,1,57402
0,0,1,0,1,1,1,16997
1,1,0,0,1,1,1,14124
1,1,1,0,1,1,1,5500
1,1,0,0,1,0,1,6300
1,0,1,0,1,1,1,15000
0,1,1,1,1,0,1,19000
0,1,0,0,1,0,1,4857
1,1,1,0,1,1,1,23500
1,1,1,1,1,1,1,51364
1,1,1,1,1,1,1,22600
0,0,1,0,1,1,1,24250
0,0,1,0,1,0,1,2150
1,1,1,1,1,1,1,14648
1,1,1,1,1,1,1,58994
1,0,1,1,1,1,1,52001
1,1,1,1,1,1,1,87817
1,1,1,1,1,1,1,31168
0,0,1,0,1,0,1,1300
1,0,0,0,1,0,1,690
0,0,1,0,1,1,1,50644
0,0,1,1,1,1,1,11098
1,1,1,1,1,1,1,33200
0,1,1,1,1,1,0,22000
0,0,1,1,1,1,1,40200
0,0,1,0,1,0,1,7450
0,0,1,0,1,0,1,12500
0,0,1,1,1,1,1,41601
0,1,1,0,1,0,1,24101
0,0,1,0,1,1,1,3243
1,0,1,0,1,0,1,21000
1,1,1,1,1,1,1,74852
1,1,1,1,1,1,1,13100
1,1,1,1,1,1,1,56182
0,1,1,0,1,0,1,5100
0,1,1,0,1,0,1,24606
0,1,1,1,1,1,1,30386
0,0,1,0,1,1,1,16015
0,1,1,1,1,1,1,35180
0,0,1,0,1,0,0,5000
0,1,1,1,1,1,1,32324
0,0,1,0,0,0,1,10400
0,0,1,0,1,0,0,8314
1,0,1,1,1,1,1,55100
1,0,1,1,1,1,1,44001
0,1,0,1,1,1,1,10200
0,1,1,1,1,1,1,30767
0,1,1,1,1,1,1,73000
0,0,1,0,1,1,1,1981
1,1,1,1,1,1,1,65166
0,1,0,0,1,1,1,16000
0,0,1,0,1,1,1,8600
1,1,1,1,1,1,1,52561
0,1,1,0,1,0,1,5200
0,0,1,0,1,1,1,4553
0,0,0,0,1,1,1,1000
0,0,1,1,1,1,1,22290
0,0,1,0,1,0,1,2200
0,0,1,1,1,0,1,59489
1,0,0,1,1,1,1,64050
0,0,1,1,1,1,1,45097
1,0,1,1,1,1,1,46641
0,0,1,0,1,1,1,15600
1,0,1,1,1,1,1,61725
1,1,1,1,1,1,1,99999
0,1,1,1,1,1,1,99999
0,0,1,0,1,1,1,12168
1,0,1,1,1,1,1,48020
1,0,1,0,1,1,1,28650
0,0,1,0,1,0,1,8000
0,1,1,1,1,1,1,54030
1,1,0,1,1,1,1,21563
0,1,1,1,1,1,1,16532
0,0,1,1,1,1,1,40461
0,0,1,1,1,1,1,38200
0,0,1,0,1,0,1,12000
0,1,1,1,1,1,1,23070
1,0,1,0,1,1,0,19346
0,0,1,0,1,0,0,18010
0,1,1,1,1,1,1,58882
0,0,1,1,1,1,1,59500
1,1,1,1,1,1,1,99999
1,1,1,1,1,1,1,55697
0,1,1,1,1,0,1,30208
0,0,1,0,1,1,1,23111
0,0,1,0,1,1,1,40000
0,0,1,0,1,0,1,20000
0,1,1,0,1,0,1,9000
0,0,0,0,1,0,1,1100
0,1,0,0,1,0,1,8000
1,1,1,1,1,1,1,27324
0,0,1,0,1,1,1,15000
0,0,1,0,1,0,1,12578
1,0,1,1,1,1,1,32597
0,1,1,0,1,0,1,25107
0,1,1,0,1,0,1,4000
1,0,0,1,1,1,1,27500
1,0,1,0,1,1,1,32692
0,0,0,0,0,0,0,18587
0,1,0,0,0,1,0,18200
0,0,0,0,0,1,0,18000
1,0,1,0,1,0,1,21840
0,1,1,1,1,1,1,84575
0,1,1,0,1,0,1,42000
0,0,1,0,1,1,1,2550
1,1,1,0,1,1,1,27780
0,1,1,1,1,1,1,77729
1,0,1,0,1,0,1,37300
0,0,1,0,1,1,1,15100
0,1,1,1,1,1,1,27622
0,1,1,0,1,0,1,12000
0,1,1,1,1,1,1,99999
0,0,1,1,1,0,1,30000
0,0,0,1,1,1,1,23500
0,1,0,1,1,1,1,35029
0,0,1,0,1,1,1,4000
0,0,1,0,0,0,1,9800
0,1,0,1,1,1,1,52856
1,1,1,1,1,1,1,99999
1,0,1,1,1,1,1,22000
0,0,1,0,1,0,1,9000
0,0,1,0,1,0,1,3000
0,0,0,0,1,0,1,7000
1,1,1,0,1,1,1,80250
0,0,0,1,1,1,1,32000
0,1,1,0,1,0,1,10000
0,1,0,1,1,1,1,19500
1,0,1,1,1,1,1,52026
0,1,1,0,1,0,1,8008
0,0,1,0,1,1,1,16201
0,0,1,1,1,1,1,30040
1,1,1,0,1,1,1,40000
0,0,1,0,1,1,1,40014
1,0,1,0,1,1,1,21020
1,1,1,1,1,1,1,54890
0,0,1,0,1,1,1,1358
0,0,1,0,1,0,1,17017
0,0,1,0,1,0,1,17050
1,0,1,1,1,1,1,77935
1,0,1,0,1,0,1,14450
1,0,1,0,1,1,1,21000
1,1,1,1,1,1,1,42265
0,0,1,1,1,1,1,35034
0,1,1,0,1,0,1,13142
0,0,1,0,1,0,1,8500
0,0,1,0,1,0,1,6100
0,1,1,0,1,0,1,15100
0,1,1,0,1,1,1,15000
0,0,1,0,1,1,1,20000
0,0,1,0,1,0,1,12000
0,0,1,0,1,0,1,13570
0,0,1,0,1,0,0,1239
0,0,1,1,1,1,0,32742
0,0,1,1,1,1,1,50010
1,1,1,1,1,1,1,30370
0,0,1,0,1,1,1,5054
0,0,1,0,1,1,1,3000
1,1,1,0,1,0,1,32076
0,0,1,0,1,1,1,24600
0,0,0,0,1,1,1,12000
0,0,1,0,1,0,1,8000
0,0,0,0,1,1,1,17000
0,0,1,0,1,0,1,20000
0,1,1,1,1,1,1,51137
0,1,1,1,1,1,1,99999
1,0,1,0,1,0,1,2500
1,1,1,1,1,0,1,79300
0,0,1,0,1,0,1,45309
1,1,1,1,1,1,1,99999
0,0,0,0,1,0,1,1150
0,1,1,1,1,1,1,99999
0,1,1,1,1,1,1,70200
0,0,1,0,1,0,1,3935
0,0,1,0,1,0,1,12050
0,0,1,0,1,0,1,33626
1,0,1,0,1,1,1,20500
0,0,1,1,1,1,1,25021
0,1,1,1,1,1,1,45000
1,1,1,1,1,1,1,32607
0,0,1,0,1,1,1,12560
1,0,1,1,1,1,1,30010
1,1,1,1,1,1,1,44371
0,0,1,1,1,1,1,29000
0,0,1,0,1,0,1,18316
0,1,1,1,1,1,1,51141
0,1,1,1,1,1,1,17921
1,1,1,1,1,1,1,50700
1,1,0,1,1,1,1,30300
0,1,1,1,1,1,1,46906
0,0,1,0,1,0,1,12025
0,1,1,1,1,1,1,45000
0,0,1,0,1,0,1,4000
0,0,1,0,1,0,1,4000
1,0,1,0,1,0,1,32250
1,1,1,0,1,0,1,16843
0,0,1,0,1,0,1,3503
0,0,1,0,1,1,1,17012
0,1,1,0,1,0,1,2266
1,1,0,0,1,1,1,21000
0,1,1,1,1,1,1,37006
0,0,1,0,1,1,1,8400
0,0,0,0,1,0,1,1200
1,1,0,1,1,0,1,38570
0,1,1,1,1,1,1,57000
0,0,0,1,1,1,1,2926
1,1,1,1,1,1,1,77500
0,0,0,0,1,0,1,5000
1,0,1,1,1,1,1,41008
1,1,1,0,1,0,1,18000
0,0,1,0,1,1,1,6342
0,0,1,0,1,0,1,2004
